Player,Touches,Att Pen,Att,Succ,Carries,TotDist,Mis,Dis,Rec
Daniel James,254,29,14,5,156,1229,10,13,173
Reece James,1187,25,40,22,710,3722,13,14,813
Vitaly Janelt,1244,36,24,9,663,2798,18,11,737
Pontus Jansson,393,8,2,2,192,734,2,1,217
Mathias Jensen,1890,29,61,24,900,3504,54,32,1011
Gabriel Jesus,1080,191,111,44,642,3467,88,65,799
Raúl Jiménez,293,44,10,5,146,626,23,14,219
Joelinton,1703,96,111,53,897,4853,72,51,1115
Ben Johnson,627,2,17,8,276,1449,7,7,335
Brennan Johnson,806,116,88,33,450,3848,76,25,507
Sam Johnstone,298,0,0,0,188,1018,1,0,156
Curtis Jones,821,40,30,11,550,2645,22,29,627
Jorginho,807,8,10,3,523,2399,8,8,629
Jorginho,1026,8,12,5,546,2331,14,9,706
Mateo Joseph,9,1,1,0,5,13,1,3,6
Diogo Jota,550,73,39,14,339,1938,34,19,403
Hamed Junior Traorè,246,11,25,16,143,881,15,13,142
James Justin,980,8,19,4,417,1831,15,6,574
Mathias Jørgensen,612,12,1,0,295,1062,3,1,321
Sasa Kalajdzic,7,2,0,0,2,6,1,0,5
Boubacar Kamara,1145,10,35,16,622,2571,20,14,713
Harry Kane,1328,167,108,40,834,4546,74,58,1031
N'Golo Kanté,404,16,18,12,230,1408,13,5,279
Michael Keane,565,24,7,4,257,1282,6,2,275
Neeskens Kebano,322,30,30,10,200,1502,16,12,216
Thilo Kehrer,1335,17,11,8,677,2885,17,6,760
Naby Keïta,206,11,4,3,111,536,12,7,140
Caoimhín Kelleher,26,0,0,0,18,89,0,0,13
Lloyd Kelly,1394,9,7,1,705,3316,16,4,806
Max Kilman,2470,26,25,19,1443,7679,15,9,1699
Jakub Kiwior,248,3,1,1,141,530,0,0,148
Mateusz Klich,189,9,6,2,110,385,11,1,124
Robin Koch,1963,32,3,1,1013,4700,15,1,1102
Ibrahima Konaté,1317,22,14,10,829,3627,12,4,918
Ezri Konsa,2192,22,15,5,1375,6226,15,5,1533
Kalidou Koulibaly,1687,19,6,4,1083,4728,10,2,1209
Cheikhou Kouyaté,363,14,9,6,160,725,15,9,175
Mateo Kovačić,1492,12,34,19,1010,5517,26,26,1144
Emil Krafth,1,0,0,0,0,0,0,0,0
Rasmus Kristensen,1276,23,15,7,548,1725,6,5,633
Dejan Kulusevski,1048,107,112,52,677,4905,78,52,711
Layvin Kurzawa,64,0,4,2,29,100,3,1,24
Adam Lallana,373,33,6,3,206,839,15,11,295
Tariq Lamptey,376,17,28,8,232,1451,16,2,256
Manuel Lanzini,192,3,3,1,116,524,2,3,150
Aymeric Laporte,1036,13,4,2,702,4015,3,0,806
Juan Larios,106,2,4,3,38,338,3,2,47
Jamaal Lascelles,118,4,0,0,64,269,0,0,75
Roméo Lavia,1288,1,50,28,804,4275,24,31,794
Dexter Lembikisa,13,0,0,0,7,29,0,0,8
Mario Lemina,794,4,18,11,414,1924,13,8,521
Clément Lenglet,1666,17,12,7,1142,5666,12,8,1256
Bernd Leno,1499,0,0,0,857,4060,1,0,752
Jefferson Lerma,1934,44,23,13,946,3761,24,17,1162
Jamal Lewis,15,2,0,0,10,40,0,0,13
Rico Lewis,742,12,14,8,511,2555,7,13,593
Keane Lewis-Potter,138,18,14,4,93,652,11,8,91
Victor Lindelöf,1074,5,3,2,652,3094,1,2,739
Jesse Lingard,371,16,10,6,214,1003,16,10,263
Valentino Livramento,37,0,3,2,10,48,1,0,16
Diego Llorente,506,6,3,2,303,1566,6,1,312
Hugo Lloris,794,0,0,0,430,2401,2,0,353
Renan Lodi,1143,21,39,16,546,2834,18,13,535
Ruben Loftus-Cheek,1068,42,60,30,651,3753,22,23,774
Sean Longstaff,1433,76,27,8,752,2989,37,29,951
Jamal Lowe,4,0,0,0,2,7,0,0,3
Douglas Luiz,2118,19,44,24,1142,6297,36,33,1326
Saša Lukić,253,3,5,4,146,875,3,1,171
Lyanco,720,12,11,8,368,1892,11,4,353
Alexis Mac Allister,2182,63,72,42,1319,6135,47,36,1644
James Maddison,1447,103,107,46,964,5653,45,31,1075
Noni Madueke,405,62,63,33,278,2090,17,13,315
Gabriel Magalhães,2776,53,3,2,1746,8780,19,4,1934
Harry Maguire,672,9,3,2,414,2286,1,0,448
Riyad Mahrez,1392,110,73,25,934,5159,35,27,1042
Kobbie Mainoo,11,3,1,0,5,64,0,0,6
Ainsley Maitland-Niles,912,7,22,17,407,2036,26,13,509
Tyrell Malacia,989,16,19,6,472,2127,17,8,557
Orel Mangala,655,8,34,16,334,1742,11,9,383
Javier Manquillo,36,1,0,0,20,82,0,0,20
Sekou Mara,221,26,29,13,129,727,28,18,151
Solly March,1659,138,114,58,1024,6810,55,32,1124
Emiliano Marcondes,3,0,1,0,2,11,0,0,2
Marquinhos,3,0,0,0,2,6,0,0,3
Anthony Martial,443,49,26,14,297,1296,33,20,371
Gabriel Martinelli,1490,223,132,59,1019,7180,83,56,1115
Emiliano Martínez,1479,0,0,0,851,4474,2,0,707
Lisandro Martínez,1809,11,16,14,1061,5256,11,9,1138
Pape Matar Sarr,190,1,5,2,122,577,5,2,125
Jean-Philippe Mateta,266,38,8,3,145,674,27,18,185
Joël Matip,1004,17,7,4,657,4140,14,1,720
Neal Maupay,387,49,19,7,219,864,38,16,280
Kevin Mbabu,114,0,6,4,57,273,1,2,59
Bryan Mbeumo,1335,125,88,45,776,4292,72,54,862
James McArthur,60,0,2,1,36,168,1,3,40
Alex McCarthy,261,0,0,0,139,546,0,0,133
John McGinn,1348,45,70,45,804,4072,58,35,888
Scott McKenna,877,21,7,5,430,1885,2,2,508
Weston McKennie,807,17,16,11,400,1738,28,25,445
Dwight McNeil,1358,61,108,54,738,5432,53,45,762
Scott McTominay,618,25,26,13,315,1610,24,19,359
Ben Mee,2122,71,13,12,1146,4790,18,2,1179
Edouard Mendy,307,0,1,0,171,790,0,0,157
Nampalys Mendy,490,2,11,7,283,1352,7,1,333
Chris Mepham,1336,14,7,3,650,3099,4,3,788
Illan Meslier,1122,1,0,0,596,3396,1,1,424
Alex Mighten,4,0,3,0,4,27,0,0,4
Lewis Miley,9,0,0,0,3,15,0,0,3
Luka Milivojević,321,1,1,1,162,697,4,6,178
James Milner,848,24,21,11,447,1868,19,14,551
Yerry Mina,402,16,2,1,217,1089,4,0,255
Tyrone Mings,2228,21,12,6,1379,7995,8,7,1486
Tyrick Mitchell,1899,35,30,17,827,3148,35,17,957
Kaoru Mitoma,1312,177,130,59,891,6882,60,33,986
Aleksandar Mitrović,814,144,47,23,451,1873,65,58,646
Kieffer Moore,522,49,13,2,252,940,42,31,396
Andrew Moran,6,0,0,0,3,2,2,0,3
Álex Moreno,949,43,57,23,510,3260,38,15,570
Mason Mount,969,56,31,15,530,2745,36,29,678
Lucas Moura,118,12,11,5,65,387,6,5,83
João Moutinho,1218,15,15,8,615,2554,14,7,769
Divin Mubama,11,0,2,1,7,49,0,2,8
Mykhailo Mudryk,323,28,39,13,194,1438,29,11,207
Jacob Murphy,590,75,43,14,364,2478,17,23,421
Enock Mwepu,116,7,5,1,58,318,10,5,80
Vitaliy Mykolenko,1625,26,25,11,701,3103,32,8,798
Keylor Navas,578,0,1,1,267,1718,1,0,175
Wilfred Ndidi,1129,5,15,10,564,2464,14,10,659
Reiss Nelson,157,23,9,7,99,710,3,9,112
Neto,895,0,1,1,446,2814,1,0,271
Pedro Neto,517,46,54,18,325,2373,29,13,363
Rúben Neves,2486,25,31,19,1318,6007,22,13,1621
Moussa Niakhate,528,7,4,0,184,923,5,1,189
Eddie Nketiah,407,87,34,15,259,1682,30,20,305
Matheus Nunes,1354,52,85,44,851,5513,41,39,943
Darwin Núñez,633,154,44,18,387,2795,41,27,491
Ethan Nwaneri,1,0,0,0,0,0,0,0,0
Christian Nørgaard,1050,42,19,8,454,1518,14,10,526
Lewis O'Brien,297,3,17,7,157,947,12,7,166
Odeluga Offiah,35,0,1,1,17,90,1,0,19
Angelo Ogbonna,545,7,0,0,255,1288,1,3,281
Michael Olise,1840,86,141,54,1048,6663,85,47,1215
Robin Olsen,141,0,0,0,80,405,1,0,57
Amadou Onana,1310,52,52,18,684,3563,49,17,871
Josh Onomah,11,0,1,0,5,38,1,1,5
Paul Onuachu,153,25,14,9,72,274,22,9,115
Frank Onyeka,373,20,26,11,198,852,11,10,205
Mislav Oršić,4,0,0,0,2,10,0,0,1
Stefan Ortega,174,0,0,0,116,392,0,0,119
Dango Ouattara,566,64,74,31,301,2219,39,14,336
Alex Oxlade-Chamberlain,153,17,14,5,90,719,12,10,110
David Ozoh,4,0,0,0,2,1,1,0,4
João Palhinha,1713,33,39,14,763,2775,37,28,919
Cole Palmer,248,32,26,15,179,1222,13,8,202
Emerson Palmieri,894,25,29,6,411,2390,9,11,532
Lucas Paquetá,1476,49,65,35,773,3450,48,44,964
Thomas Partey,2267,29,45,35,1398,6866,33,19,1654
Nathan Patterson,836,19,24,11,349,1940,22,9,431
Ben Pearson,162,0,1,0,72,242,6,0,100
Facundo Pellistri,24,1,3,2,12,148,2,1,14
Andreas Pereira,1312,65,51,17,722,3951,51,51,853
Ricardo Pereira,383,4,7,5,174,605,7,3,217
Ayoze Pérez,244,17,21,6,132,696,12,11,155
Ivan Perišić,1370,94,40,18,611,3704,33,14,733
Romain Perraud,1153,39,38,10,609,2999,27,14,626
Máximo Perrone,22,2,0,0,8,20,0,0,19
Cameron Peupion,6,1,0,0,3,8,1,0,5
Kalvin Phillips,354,6,2,1,228,1021,2,1,284
Nathaniel Phillips,89,1,0,0,69,574,2,0,60
Jordan Pickford,1413,0,0,0,732,4810,1,1,548
Ethan Pinnock,1554,55,6,2,650,2705,6,7,745
Daniel Podence,889,70,61,24,528,2670,49,30,622
Nick Pope,974,0,0,0,502,2949,2,0,344
Pedro Porro,817,25,41,14,423,2283,15,7,480
Dennis Praet,342,14,14,6,177,902,11,10,217
Isaac Price,17,0,1,1,10,40,1,0,13
Christian Pulisic,429,43,44,13,299,2126,26,13,328
Aaron Ramsdale,1196,0,1,1,722,3934,0,0,629
Jacob Ramsey,1245,85,77,31,752,5322,62,37,819
Marcus Rashford,1212,183,138,54,765,4830,80,44,928
David Raya,1722,1,1,1,1030,5891,0,0,808
Tim Ream,2193,14,16,11,1363,7717,15,5,1450
Nathan Redmond,1,0,0,0,1,1,0,0,1
Harrison Reed,1585,50,28,10,765,3430,44,25,972
Bobby Reid,1191,77,53,18,649,2956,53,32,759
Declan Rice,2475,24,65,37,1455,9170,28,26,1642
Chris Richards,274,7,0,0,120,550,3,2,149
Richarlison,441,62,34,12,260,1598,40,18,306
Jaïro Riedewald,54,1,0,0,23,111,0,0,28
Matt Ritchie,35,1,1,1,23,101,1,0,27
Andrew Robertson,2483,59,42,17,1385,6702,31,7,1637
Antonee Robinson,2260,29,74,39,1173,7817,40,20,1263
Joel Robles,136,0,0,0,57,337,0,0,44
Marc Roca,1571,26,30,17,822,3627,26,26,948
Marek Rodák,65,0,0,0,36,206,1,0,21
Rodri,3272,62,37,25,2004,10293,21,19,2511
Rodrigo,804,110,29,12,451,2217,57,24,547
Mads Roerslev,426,13,7,3,186,817,14,9,210
Cristian Romero,1923,17,22,13,1150,5216,19,10,1226
Oriol Romeu,37,1,1,1,18,128,1,0,20
Cristiano Ronaldo,220,32,9,4,94,477,7,3,167
Connor Ronan,4,0,1,1,1,4,0,0,3
Salomón Rondón,36,4,1,1,16,33,1,1,32
Joe Rothwell,538,5,23,16,285,1640,8,4,319
Georginio Rutter,124,20,25,9,76,351,15,14,86
José Sá,1277,0,2,2,731,4563,4,0,585
Marcel Sabitzer,377,20,3,1,209,751,9,5,247
Allan Saint-Maximin,598,77,99,57,435,4137,31,30,456
Bukayo Saka,1882,237,161,61,1191,8403,78,59,1361
Mohamed Salah,1634,301,134,50,1107,6382,110,79,1305
William Saliba,2056,15,11,8,1323,6658,15,6,1423
Mohammed Salisu,1504,25,11,8,725,3391,5,9,757
Albert Sambi Lokonga,154,0,2,1,96,393,1,1,113
Albert Sambi Lokonga,325,2,5,1,172,804,3,6,211
Davinson Sánchez,719,10,6,2,406,1607,3,2,473
Robert Sánchez,826,0,0,0,523,2418,0,0,480
Jadon Sancho,977,106,78,33,640,3825,50,20,715
Morgan Sanson,9,0,0,0,5,11,1,0,5
Pablo Sarabia,450,22,12,2,267,1195,9,14,312
Jeremy Sarmiento,100,10,11,6,69,386,6,7,77
Gianluca Scamacca,272,38,14,6,143,660,23,19,203
Gustavo Scarpa,108,1,4,1,67,515,1,0,71
Kevin Schade,291,48,35,12,147,1199,25,9,186
Fabian Schär,2235,73,13,4,1214,6337,20,7,1341
Jeffrey Schlupp,1193,48,56,30,602,3035,33,33,707
Nélson Semedo,1858,29,73,33,998,5308,42,19,1087
Antoine Semenyo,102,5,6,3,58,508,12,6,64
Marcos Senesi,1647,16,13,8,929,4383,15,4,983
Ryan Sessegnon,493,27,11,5,233,1435,11,10,270
Luke Shaw,2388,22,39,14,1298,6356,24,8,1459
Jonjo Shelvey,28,0,0,0,10,63,0,0,17
Jonjo Shelvey,345,1,4,4,178,978,3,4,214
Bernardo Silva,1772,92,64,28,1115,7092,30,31,1324
Thiago Silva,2302,24,4,3,1460,6608,6,1,1674
Ellis Simms,84,11,2,2,37,156,6,2,65
Luis Sinisterra,469,32,42,19,281,1740,16,23,341
Oliver Skipp,915,7,15,11,496,2147,17,16,634
Adam Smith,1527,17,30,6,647,2762,21,4,771
Emile Smith Rowe,102,9,5,2,68,303,0,4,71
Cédric Soares,27,0,0,0,14,87,0,0,20
Cédric Soares,213,3,2,2,120,496,2,2,140
Dominic Solanke,1012,159,110,45,637,4479,134,74,730
Manor Solomon,292,11,37,19,191,1555,13,11,186
Tomáš Souček,1366,71,17,2,544,2087,23,18,742
Boubakary Soumaré,1091,2,22,12,588,2940,26,22,733
Harry Souttar,663,15,5,3,390,1878,3,0,420
Çağlar Söyüncü,382,7,1,1,185,1096,2,0,203
Djed Spence,12,2,1,0,8,92,0,2,10
Jack Stacey,174,2,8,3,74,462,3,4,78
Junior Stanislas,34,3,0,0,18,92,1,1,27
Jay Stansfield,35,7,0,0,13,88,2,2,23
Jason Steele,574,0,1,1,377,1675,0,0,354
Jack Stephens,33,0,0,0,16,135,0,1,25
Jack Stephens,665,7,3,3,368,1674,5,1,398
Raheem Sterling,910,121,93,39,651,4002,46,50,749
John Stones,1690,27,10,6,1080,6201,8,4,1312
Pascal Struijk,1619,31,18,9,700,2806,25,12,803
Kamaldeen Sulemana,431,44,68,36,277,2315,35,16,294
Crysencio Summerville,637,70,60,24,420,2617,45,36,438
Sam Surridge,137,15,5,2,71,361,13,4,93
Japhet Tanganga,109,0,2,1,68,308,3,1,71
Matt Targett,463,0,2,2,197,673,5,6,241
James Tarkowski,2119,81,10,9,982,4413,22,5,1209
Marcus Tavernier,1008,59,96,45,592,4060,46,40,636
Tetê,350,30,33,20,212,1624,19,13,237
Kenny Tete,1896,30,37,21,821,4563,22,24,946
Luke Thomas,786,3,12,6,355,1374,9,8,414
Youri Tielemans,1877,14,35,26,952,4043,33,15,1309
Kieran Tierney,579,15,12,3,316,1802,7,0,338
Harry Toffolo,498,12,9,3,191,721,10,6,223
Takehiro Tomiyasu,557,17,4,1,311,1380,7,4,344
James Tomkins,208,3,1,1,117,429,2,1,130
Ivan Toney,1219,156,54,16,625,2463,100,47,889
Adama Traoré,714,56,104,49,461,4017,59,27,555
Bertrand Traoré,114,13,4,1,81,462,8,7,89
Boubacar Traoré,185,2,9,4,90,529,3,3,104
Mark Travers,402,0,0,0,182,884,0,0,145
Kieran Trippier,3102,26,35,19,1300,4599,27,9,1593
Leandro Trossard,567,43,26,15,374,2386,18,23,417
Leandro Trossard,697,90,40,14,429,2443,38,26,531
Kostas Tsimikas,713,22,15,4,355,1833,13,7,409
Deniz Undav,231,42,6,4,120,518,13,8,179
Yan Valery,28,0,0,0,17,91,1,3,20
Virgil van Dijk,2876,66,1,1,1760,6644,7,0,2085
Raphaël Varane,1293,18,10,6,797,5357,2,1,850
Jamie Vardy,438,71,29,12,192,926,33,16,261
Joël Veltman,1740,23,20,5,952,4436,20,10,1065
Fabio Vieira,356,27,18,6,215,868,13,8,255
Matías Viña,289,11,24,10,122,686,11,6,136
Rúben Vinagre,31,0,3,1,15,98,1,1,17
Carlos Vinícius,330,57,16,5,183,879,48,23,249
Theo Walcott,384,44,24,12,224,1384,24,12,256
Kyle Walker,1996,15,19,13,1189,5455,14,6,1542
Kyle Walker-Peters,1692,50,103,49,877,5862,39,43,917
Aaron Wan-Bissaka,1026,44,35,17,524,2614,14,10,600
Danny Ward,1000,0,0,0,559,2832,0,0,482
Joel Ward,1469,21,9,7,620,2382,25,10,761
James Ward-Prowse,2484,28,20,7,1172,4364,26,22,1462
Ollie Watkins,927,164,65,18,475,2519,82,39,684
Adam Webster,1888,27,8,3,1228,6306,11,5,1369
Wout Weghorst,291,26,12,4,161,462,15,12,206
Danny Welbeck,693,117,45,22,407,1859,60,23,519
Ben White,2532,48,29,8,1448,6506,27,7,1698
Harvey White,8,0,0,0,5,11,0,0,5
Joseph Whitworth,87,0,0,0,52,208,0,0,50
Neco Williams,1153,23,55,19,555,3620,31,17,532
Willian,1121,78,71,37,749,5394,44,25,831
Joe Willock,1324,114,93,37,784,5213,65,27,896
Callum Wilson,482,124,36,12,303,1484,72,36,360
Harry Wilson,551,37,33,12,343,1989,23,15,397
Yoane Wissa,517,62,44,20,312,1573,41,25,345
Maximilian Wöber,858,17,1,0,426,2264,6,2,438
Chris Wood,149,16,2,1,52,159,12,5,101
Chris Wood,99,8,2,0,50,189,11,6,79
Joe Worrall,1408,29,4,3,684,2948,6,4,796
Granit Xhaka,1891,106,28,15,1113,4243,35,25,1397
Ryan Yates,790,34,9,4,303,1260,18,15,384
Ashley Young,1411,10,22,8,701,3235,18,5,767
Illia Zabarnyi,234,0,2,1,166,1013,3,2,174
Wilfried Zaha,1040,143,137,55,729,4850,95,82,821
Denis Zakaria,218,2,9,6,140,646,4,9,159
Jordan Zemura,808,31,40,18,375,2345,35,16,409
Oleksandr Zinchenko,2112,33,25,15,1263,6899,16,15,1398
Hakim Ziyech,505,17,33,14,303,1505,12,13,354
Kurt Zouma,1049,29,5,2,523,2150,5,2,621
Martin Ødegaard,2100,122,83,48,1284,6930,42,45,1550
