Player,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Rúben Dias,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,1.3,0.6,1.9,14,98,2,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
Luis Díaz,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,2.5,1.5,4,39,49,116,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36
Eric Dier,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,1.6,1.2,2.8,9,87,14,0.06,0.03,0.1,0.06,0.1,0.05,0.04,0.09,0.05,0.09
Lucas Digne,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,0.4,1.9,2.3,29,57,89,0.06,0,0.06,0.06,0.06,0.02,0.11,0.14,0.02,0.14
Issa Diop,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,13,70,4,0.04,0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03
Moussa Djenepo,16,7,710,7.9,0,2,2,0,0,0,1,0,0.2,0.2,0.5,0.7,27,19,39,0,0.25,0.25,0,0.25,0.02,0.06,0.09,0.02,0.09
Ben Doak,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
Matt Doherty,12,7,667,7.4,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1,16,20,57,0.13,0,0.13,0.13,0.13,0.1,0.04,0.14,0.1,0.14
Abdoulaye Doucouré,25,17,1533,17,5,2,7,5,0,0,6,1,2.4,2.4,2.2,4.6,23,38,66,0.29,0.12,0.41,0.29,0.41,0.14,0.13,0.27,0.14,0.27
Cheick Doucouré,34,34,2769,30.8,0,3,3,0,0,0,10,1,1.4,1.4,1.9,3.4,18,140,17,0,0.1,0.1,0,0.1,0.05,0.06,0.11,0.05,0.11
Flynn Downes,21,7,762,8.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,22,11,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
Kami Doyle,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Drameh,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
Martin Dúbravka,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,5,0,20,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.7,0,0.7,0.7,0.7
Lewis Dunk,36,36,3239,36,1,0,1,1,0,0,4,0,1.7,1.7,1,2.7,19,158,5,0.03,0,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07
Jhon Durán,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,4,4,13,0,0,0,0,0,0.37,0.02,0.39,0.37,0.39
Malcolm Ebiowei,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0
Ederson,35,35,3150,35,0,1,1,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01
Odsonne Édouard,35,20,1803,20,5,2,7,5,0,0,3,0,4.2,4.2,1.2,5.4,29,32,100,0.25,0.1,0.35,0.25,0.35,0.21,0.06,0.27,0.21,0.27
Samuel Edozie,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,26,13,39,0,0,0,0,0,0.14,0.06,0.2,0.14,0.2
Anthony Elanga,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0,0.21,0.21,0,0.21,0.15,0.19,0.34,0.15,0.34
Harvey Elliott,32,18,1613,17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.6,5.7,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.2,0.32,0.12,0.32
Mohamed Elneny,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Mohamed Elyounoussi,33,27,2168,24.1,1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56,50,98,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23
Emerson,26,20,1735,19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,80,103,0.1,0.05,0.16,0.1,0.16,0.09,0.03,0.12,0.09,0.12
Julio Enciso,20,7,806,9,4,2,6,4,0,0,1,0,4,4,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64
Christian Eriksen,28,25,2048,22.8,1,8,9,1,0,0,3,0,5,5,4.2,9.2,23,164,66,0.04,0.35,0.4,0.04,0.4,0.22,0.19,0.4,0.22,0.4
Pervis Estupiñán,35,31,2675,29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.2,0.03,0.2,0.06,0.18,0.24,0.06,0.24
Jonny Evans,13,12,1051,11.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,6,35,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Eberechi Eze,38,30,2636,29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37
Łukasz Fabiański,36,36,3111,34.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,36,31,2671,29.7,0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15,161,39,0,0.07,0.07,0,0.07,0.02,0.07,0.1,0.02,0.1
Wout Faes,31,31,2786,31,1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.9,11,74,2,0.03,0.06,0.1,0.03,0.1,0.04,0.02,0.06,0.04,0.06
Felipe,16,15,1418,15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,22,4,0,0.06,0.06,0,0.06,0.07,0.06,0.13,0.07,0.13
João Félix,16,11,941,10.5,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34,47,79,0.38,0,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52
Evan Ferguson,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,14,58,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57
Bruno Fernandes,37,37,3316,36.8,8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89,263,231,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66
Enzo Fernández,18,18,1547,17.2,0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,168,18,0,0.12,0.12,0,0.12,0.05,0.14,0.19,0.05,0.19
Roberto Firmino,25,13,1213,13.5,11,4,15,11,0,0,0,0,5.5,5.5,2.5,8,16,78,96,0.82,0.3,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59
Junior Firpo,19,14,1368,15.2,1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20,54,34,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06
Phil Foden,32,22,1842,20.5,11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68,88,275,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52
Wesley Fofana,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,6,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Wesley Fofana,15,12,1183,13.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,43,12,0.08,0,0.08,0.08,0.08,0.05,0,0.06,0.05,0.06
Pablo Fornals,32,17,1503,16.7,3,1,4,3,0,0,0,0,2.2,2.2,1.7,3.9,33,89,101,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24
Adam Forshaw,12,5,479,5.3,0,0,0,0,0,0,0,0,0,0,0.9,0.9,4,33,7,0,0,0,0,0,0.01,0.17,0.18,0.01,0.18
Fraser Forster,14,13,1215,13.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese Francois,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ryan Fraser,8,3,313,3.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,9,23,0,0,0,0,0,0.09,0.11,0.2,0.09,0.2
Fred,35,12,1249,13.9,2,2,4,2,0,0,6,0,2,2,2.9,4.9,10,76,50,0.14,0.14,0.29,0.14,0.29,0.14,0.21,0.35,0.14,0.35
Ryan Fredericks,12,5,533,5.9,0,0,0,0,0,0,1,0,0,0,0.1,0.1,13,15,28,0,0,0,0,0,0,0.02,0.02,0,0.02
Remo Freuler,28,24,2161,24,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,7,54,11,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Cody Gakpo,21,17,1458,16.2,7,2,9,7,0,0,0,0,6.2,6.2,2.7,8.9,36,50,109,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55
Conor Gallagher,35,18,1621,18,3,1,4,3,0,0,11,1,2.5,2.5,2.3,4.7,40,105,104,0.17,0.06,0.22,0.17,0.22,0.14,0.13,0.26,0.14,0.26
Idrissa Gana Gueye,33,32,2577,28.6,0,1,1,0,0,0,7,0,0.7,0.7,1.1,1.8,27,98,19,0,0.03,0.03,0,0.03,0.03,0.04,0.06,0.03,0.06
Alejandro Garnacho,19,5,569,6.3,3,2,5,3,0,0,3,0,3,3,1,4.1,33,12,85,0.47,0.32,0.79,0.47,0.79,0.48,0.16,0.64,0.48,0.64
James Garner,16,7,804,8.9,0,1,1,0,0,0,3,0,0.8,0.8,0.5,1.3,8,33,18,0,0.11,0.11,0,0.11,0.09,0.06,0.14,0.09,0.14
David de Gea,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gelhardt,15,1,212,2.4,0,2,2,0,0,0,1,0,0.8,0.8,0.5,1.3,2,6,21,0,0.85,0.85,0,0.85,0.36,0.2,0.55,0.36,0.55
Saman Ghoddos,15,0,139,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.5,1,8,6,0,0,0,0,0,0.03,0.27,0.3,0.03,0.3
Morgan Gibbs-White,2,2,180,2,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,4,12,12,0,0,0,0,0,0.36,0.04,0.4,0.36,0.4
Morgan Gibbs-White,35,34,2971,33,5,8,13,3,2,2,5,0,6,4.4,8.2,12.7,69,131,157,0.15,0.24,0.39,0.09,0.33,0.18,0.25,0.43,0.13,0.38
Bryan Gil,4,2,148,1.6,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,4,5,15,0,0.61,0.61,0,0.61,0.06,0.11,0.17,0.06,0.17
Billy Gilmour,14,7,507,5.6,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.8,5,35,4,0,0.18,0.18,0,0.18,0.09,0.04,0.13,0.09,0.13
Wilfried Gnonto,24,14,1354,15,2,4,6,2,0,0,7,0,1.8,1.8,2.2,4,66,35,136,0.13,0.27,0.4,0.13,0.4,0.12,0.15,0.27,0.12,0.27
Ben Godfrey,13,10,802,8.9,0,1,1,0,0,0,2,0,1.2,1.2,0.2,1.4,9,19,7,0,0.11,0.11,0,0.11,0.14,0.02,0.16,0.14,0.16
João Gomes,11,7,653,7.3,1,0,1,1,0,0,5,0,0.3,0.3,0.2,0.4,7,19,8,0.14,0,0.14,0.14,0.14,0.04,0.02,0.06,0.04,0.06
Toti Gomes,17,10,984,10.9,1,0,1,1,0,0,6,0,0.4,0.4,0.3,0.7,4,27,23,0.09,0,0.09,0.09,0.09,0.04,0.02,0.06,0.04,0.06
Joe Gomez,21,15,1466,16.3,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,15,108,5,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Sergio Gómez,12,2,349,3.9,0,1,1,0,0,0,0,0,0.4,0.4,1.2,1.5,10,18,20,0,0.26,0.26,0,0.26,0.09,0.3,0.39,0.09,0.39
Anthony Gordon,16,4,487,5.4,1,0,1,1,0,0,1,0,1.7,1.7,0.9,2.6,20,15,45,0.18,0,0.18,0.18,0.18,0.31,0.17,0.48,0.31,0.48
Anthony Gordon,16,12,1095,12.2,3,0,3,3,0,0,6,0,3.3,3.3,0.6,3.9,28,19,67,0.25,0,0.25,0.25,0.25,0.27,0.05,0.32,0.27,0.32
Demarai Gray,33,27,2507,27.9,4,1,5,2,2,2,3,0,6.2,4.7,3.8,8.5,94,46,199,0.14,0.04,0.18,0.07,0.11,0.22,0.14,0.36,0.17,0.3
Jack Grealish,28,23,2055,22.8,5,7,12,5,0,0,4,0,4.6,4.6,7.1,11.7,143,100,310,0.22,0.31,0.53,0.22,0.53,0.2,0.31,0.51,0.2,0.51
Sam Greenwood,18,3,424,4.7,1,2,3,1,0,0,1,0,0.7,0.7,1.1,1.8,7,15,10,0.21,0.42,0.64,0.21,0.64,0.15,0.24,0.39,0.15,0.39
Pascal Groß,37,37,3239,36,9,8,17,9,0,0,6,0,5.4,5.4,10.9,16.3,62,255,209,0.25,0.22,0.47,0.25,0.47,0.15,0.3,0.45,0.15,0.45
Vicente Guaita,27,27,2430,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gonçalo Guedes,13,8,707,7.9,1,1,2,1,0,0,1,0,1.2,1.2,0.5,1.7,20,16,54,0.13,0.13,0.25,0.13,0.25,0.15,0.06,0.22,0.15,0.22
Marc Guéhi,37,37,3329,37,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,17,106,3,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
Bruno Guimarães,32,32,2726,30.3,4,5,9,4,0,0,7,0,2.8,2.8,4,6.8,41,222,42,0.13,0.17,0.3,0.13,0.3,0.09,0.13,0.23,0.09,0.23
İlkay Gündoğan,31,27,2353,26.1,8,4,12,8,0,1,0,0,7.5,6.7,3.3,10,53,170,124,0.31,0.15,0.46,0.31,0.46,0.29,0.12,0.41,0.26,0.38
Darko Gyabi,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.72,0,0.72,0.72,0.72
Erling Haaland,35,33,2769,30.8,36,8,44,29,7,7,5,0,28.4,23,5.3,28.3,35,58,151,1.17,0.26,1.43,0.94,1.2,0.92,0.17,1.09,0.75,0.92
Lewis Hall,9,8,654,7.3,0,0,0,0,0,0,1,0,0.9,0.9,2.2,3.1,19,25,40,0,0,0,0,0,0.12,0.3,0.42,0.12,0.42
Luke Harris,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack Harrison,36,34,2708,30.1,5,7,12,5,0,0,2,0,4.7,4.7,5.1,9.8,103,103,255,0.17,0.23,0.4,0.17,0.4,0.16,0.17,0.33,0.16,0.33
Kai Havertz,35,30,2569,28.5,7,1,8,6,1,1,5,0,11.6,10.8,3.8,14.6,59,89,218,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51
Jan Paul van Hecke,8,3,295,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0,0.6,3,21,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18
Hwang Hee-chan,27,12,1130,12.6,3,1,4,3,0,0,1,0,2.9,2.9,1.1,4,25,30,60,0.24,0.08,0.32,0.24,0.32,0.23,0.09,0.32,0.23,0.32
Dean Henderson,18,18,1620,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,35,23,2074,23,0,2,2,0,0,0,2,0,1.4,1.4,3.2,4.5,37,189,90,0,0.09,0.09,0,0.09,0.06,0.14,0.2,0.06,0.2
Wayne Hennessey,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Henry,37,37,3238,36,0,2,2,0,0,0,4,0,1.6,1.6,2.7,4.2,55,107,111,0,0.06,0.06,0,0.06,0.04,0.07,0.12,0.04,0.12
Son Heung-min,36,33,2888,32.1,10,6,16,10,0,0,2,0,10.1,10.1,6.5,16.6,82,79,196,0.31,0.19,0.5,0.31,0.5,0.31,0.2,0.52,0.31,0.52
Aaron Hickey,26,23,1916,21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41,81,47,0,0.05,0.05,0,0.05,0.02,0.02,0.04,0.02,0.04
Jack Hinshelwood,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joseph Hodge,6,1,175,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,8,5,0,0,0,0,0,0.13,0.03,0.16,0.13,0.16
Rob Holding,14,6,566,6.3,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,3,24,2,0.16,0,0.16,0.16,0.16,0.05,0,0.05,0.05,0.05
Mason Holgate,8,5,507,5.6,0,0,0,0,0,0,3,1,1,1,0.4,1.4,4,14,5,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25
Will Hughes,27,7,842,9.4,1,1,2,1,0,0,4,0,0.3,0.3,0.9,1.2,14,32,23,0.11,0.11,0.21,0.11,0.21,0.04,0.1,0.13,0.04,0.13
Omari Hutchinson,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.18,0.18,0,0.18
Pierre Højbjerg,35,35,3131,34.8,4,5,9,4,0,0,5,0,2,2,3.1,5.1,46,235,66,0.11,0.14,0.26,0.11,0.26,0.06,0.09,0.15,0.06,0.15
Kelechi Iheanacho,28,11,1127,12.5,5,5,10,4,1,1,0,0,7.1,6.3,4,10.4,33,27,99,0.4,0.4,0.8,0.32,0.72,0.57,0.32,0.89,0.51,0.83
Danny Ings,17,7,775,8.6,2,2,4,2,0,0,1,0,3,3,1,4,9,12,44,0.23,0.23,0.46,0.23,0.46,0.35,0.12,0.47,0.35,0.47
Danny Ings,18,8,824,9.2,6,0,6,4,2,2,3,0,5.3,3.8,1.2,5,15,12,46,0.66,0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54
Alexander Isak,22,17,1522,16.9,10,1,11,8,2,2,3,0,8.2,6.7,2.2,8.9,41,48,122,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.62,0.4,0.52
Daniel Iversen,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,38,38,3378,37.5,2,7,9,2,0,0,2,0,2.5,2.5,6.1,8.5,90,194,145,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23
Daniel James,4,2,198,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,3,9,0,0,0,0,0,0.12,0.15,0.27,0.12,0.27
Daniel James,20,5,621,6.9,2,1,3,2,0,0,0,0,1.7,1.7,0.7,2.5,24,15,48,0.29,0.14,0.43,0.29,0.43,0.25,0.11,0.36,0.25,0.36
Reece James,16,14,1244,13.8,1,1,2,1,0,0,4,0,1,1,3,4,52,90,115,0.07,0.07,0.14,0.07,0.14,0.07,0.22,0.29,0.07,0.29
Vitaly Janelt,35,24,2208,24.5,3,1,4,3,0,0,3,0,2.4,2.4,1.4,3.8,14,82,28,0.12,0.04,0.16,0.12,0.16,0.1,0.06,0.15,0.1,0.15
Pontus Jansson,12,9,724,8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,14,0,0.12,0,0.12,0.12,0.12,0.04,0,0.04,0.04,0.04
Mathias Jensen,37,37,2803,31.1,5,6,11,5,0,0,5,0,2.1,2.1,5,7.2,21,141,77,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23
Gabriel Jesus,26,24,2064,22.9,11,6,17,10,1,1,6,0,14,13.2,3.9,17.1,44,64,194,0.48,0.26,0.74,0.44,0.7,0.61,0.17,0.78,0.58,0.75
Raúl Jiménez,15,8,846,9.4,0,1,1,0,0,0,0,0,2.6,2.6,1.7,4.3,5,14,45,0,0.11,0.11,0,0.11,0.27,0.18,0.46,0.27,0.46
Joelinton,32,30,2661,29.6,6,1,7,6,0,0,12,0,7.1,7.1,2.4,9.4,64,130,150,0.2,0.03,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32
Ben Johnson,17,9,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,15,37,22,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Brennan Johnson,38,33,2934,32.6,8,3,11,7,1,3,6,0,8.6,6.2,3.2,9.4,88,30,155,0.25,0.09,0.34,0.21,0.31,0.26,0.1,0.36,0.19,0.29
Sam Johnstone,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,18,12,1035,11.5,3,1,4,3,0,0,2,0,1.2,1.2,1.1,2.3,31,69,75,0.26,0.09,0.35,0.26,0.35,0.1,0.1,0.2,0.1,0.2
Jorginho,14,9,855,9.5,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,15,99,8,0,0.11,0.11,0,0.11,0.02,0.02,0.04,0.02,0.04
Jorginho,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0,0.14,0,0,0.12,0.03,0.14,0.01,0.03
Mateo Joseph,3,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.4,0,0.4,0.4,0.4
Diogo Jota,22,12,1131,12.6,7,4,11,7,0,0,2,0,6.5,6.5,2.1,8.6,34,30,104,0.56,0.32,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69
Hamed Junior Traorè,7,5,427,4.7,0,0,0,0,0,0,0,0,0.9,0.9,1.1,2.1,19,26,21,0,0,0,0,0,0.19,0.24,0.43,0.19,0.43
James Justin,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50,0,0,0,0,0,0.02,0.02,0.05,0.02,0.05
Mathias Jørgensen,18,11,1103,12.3,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,1,35,1,0,0,0,0,0,0.07,0.01,0.09,0.07,0.09
Sasa Kalajdzic,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,1,0,0,0,0,0,0.53,0,0.53,0.53,0.53
Boubacar Kamara,24,21,1777,19.7,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1,16,84,8,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05
Harry Kane,38,38,3405,37.8,30,3,33,25,5,6,6,0,21.4,16.7,7,23.7,60,180,193,0.79,0.08,0.87,0.66,0.74,0.57,0.18,0.75,0.44,0.63
N'Golo Kanté,7,6,518,5.8,0,1,1,0,0,0,1,0,0.3,0.3,1.9,2.2,19,34,36,0,0.17,0.17,0,0.17,0.05,0.32,0.38,0.05,0.38
Michael Keane,12,10,985,10.9,1,2,3,1,0,0,0,0,1.3,1.3,0.7,2.1,2,31,4,0.09,0.18,0.27,0.09,0.27,0.12,0.07,0.19,0.12,0.19
Neeskens Kebano,17,9,764,8.5,0,3,3,0,0,0,0,0,0.5,0.5,1.5,2,39,24,68,0,0.35,0.35,0,0.35,0.06,0.18,0.23,0.06,0.23
Thilo Kehrer,27,25,2230,24.8,0,2,2,0,0,0,4,0,0.5,0.5,0.6,1.1,15,60,29,0,0.08,0.08,0,0.08,0.02,0.03,0.04,0.02,0.04
Naby Keïta,8,3,293,3.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.4,5,15,21,0,0,0,0,0,0.2,0.22,0.41,0.2,0.41
Caoimhín Kelleher,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Kelly,23,23,2040,22.7,0,2,2,0,0,0,3,0,0.2,0.2,0.5,0.7,14,47,10,0,0.09,0.09,0,0.09,0.01,0.02,0.03,0.01,0.03
Max Kilman,37,37,3307,36.7,0,0,0,0,0,0,3,0,1.3,1.3,0.2,1.6,30,127,5,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04
Jakub Kiwior,7,5,427,4.7,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,6,6,0.21,0,0.21,0.21,0.21,0.02,0.01,0.03,0.02,0.03
Mateusz Klich,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,16,21,0,0,0,0,0,0.05,0.06,0.12,0.05,0.12
Robin Koch,36,36,3175,35.3,0,0,0,0,0,0,7,0,1.5,1.5,0.4,1.9,11,114,11,0,0,0,0,0,0.04,0.01,0.06,0.04,0.06
Ibrahima Konaté,18,17,1552,17.2,0,0,0,0,0,0,5,0,1.2,1.2,0.1,1.4,7,56,5,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
Ezri Konsa,38,37,3322,36.9,0,0,0,0,0,0,6,0,1.1,1.1,1.3,2.3,7,56,11,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
Kalidou Koulibaly,23,20,1800,20,2,1,3,2,0,0,7,1,0.9,0.9,0.4,1.4,10,81,4,0.1,0.05,0.15,0.1,0.15,0.05,0.02,0.07,0.05,0.07
Cheikhou Kouyaté,21,10,882,9.8,1,0,1,1,0,0,3,0,0.4,0.4,0.7,1.1,6,19,14,0.1,0,0.1,0.1,0.1,0.04,0.07,0.11,0.04,0.11
Mateo Kovačić,27,17,1707,19,1,2,3,1,0,0,8,0,1.8,1.8,2.1,3.9,37,153,30,0.05,0.11,0.16,0.05,0.16,0.09,0.11,0.2,0.09,0.2
Emil Krafth,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasmus Kristensen,26,21,1960,21.8,3,1,4,3,0,0,4,0,0.8,0.8,1,1.9,15,89,70,0.14,0.05,0.18,0.14,0.18,0.04,0.05,0.09,0.04,0.09
Dejan Kulusevski,30,23,2067,23,2,7,9,2,0,0,2,0,2.5,2.5,4.6,7.2,87,67,195,0.09,0.3,0.39,0.09,0.39,0.11,0.2,0.31,0.11,0.31
Layvin Kurzawa,3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
Adam Lallana,16,12,722,8,2,1,3,2,0,0,0,0,0.9,0.9,1,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23
Tariq Lamptey,20,3,453,5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
Manuel Lanzini,10,2,252,2.8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,19,6,0.36,0,0.36,0.36,0.36,0.19,0.06,0.25,0.19,0.25
Aymeric Laporte,12,11,993,11,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,30,85,11,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
